실행일,실행,종료,퍼널,실행 담당자,제안 담당자,소재,목적,타겟,문구,예상 모수,랜딩,수단,혜택 상세,Braze1,Braze2,예약 생성 (건),이탈 가설,추가 혜택,채널,서비스 생애 단계,타겟 연령,설정 시간,리드타임,출발시각,타겟 차종,글로벌 대조군(건),순증(건),사업팀 전달,실험군,실험군_발송,실험군_1일이내_예약생성,실험군_예약전환율,실험군_3일이내_예약생성,실험군_3일이내_예약전환율,실험군_7일이내_예약생성,실험군_7일이내_예약전환율,대조군,대조군_발송,대조군_1일이내_예약생성,대조군_예약전환율,3일이내 예약생성.1,예약전환율.4,7일이내 예약생성.1,예약전환율.5
2025-10-01,True,False,T4__존 마커 클릭,밤비,밤비,,"2차 중간점검 개선 건
Promo_250917-0930_타겟_밤비_세일즈tf-제주존탐색-제주특가쿠폰안내_T(Trial)지도/차량화면-탐색-카셰어링(전체)_인앱메시지_AB테스트
- 제주존 클릭 회원 대상 제주 특가 쿠폰 지급 및 안내 진행
  └ 실험군 성과 우수(+16%p) / 특가쿠폰 종료로 소재 변경하여 테스트 진행
- 10/1~ 활용 소재 : 60% + 3만원 할인 쿠폰/크레딧 중복 사용 안내",- 제주존 클릭 후 20분 내 예약없는 회원,"[보유크레딧 1000이상]
(광고)[쏘카] #NAME#님 전용 쿠폰 도착📬️
▶혜택 : 제주공항 대여 60%+3만원 할인
▶보유 크레딧(크레딧 금액) 중복사용 가능
[수신거부 : 설정]

[보유크레딧 1000미만]
(광고)[쏘카] #NAME#님 전용 쿠폰 도착📬️
▶혜택 : 제주공항 대여요금 60%+3만원 할인
(쿠폰 소멸일 : 지급일로부터 1일)
[수신거부 : 설정]","모수 : 6489
기존 : 2037 (전환율 31%)
목표 : 2040 (전환율 31%)

*혜택 하향되어 전환율 유지 목표",15863 쿠폰 랜딩,"- [15863] 60% + 3만원 추가 할인
- 보유 크레딧
",,Promo_251001-1014_타겟_밤비_세일즈tf-제주존탐색-제주쿠폰지급및안내_T(Trial)지도/차량화면-이탈-카셰어링(전체)_푸시_AB테스트,,,"- 제주 60% +3만원 할인 쿠폰 지급 및 보유 크레딧 소구하면 예약전환 될 것이다.
- 쿠폰/크레딧 중복사용 가능한 점 안내해주기",,,,,,,,,,,,Variant,1059.0,187.0,18.0,0.0,0.0,0.0,0.0,Control,59.0,1.0,2.0,,,,
2025-10-01,True,False,R1_결제 퍼널 이탈_예약 화면 진입,패트,패트,,"- 결제페이지 진입 시 잔여 차량이 빠르게 소진되고 있는 포모 자극이 유의미했음
- 서비스 이용경험 0회 회원에 타겟
- 서비스에 대한 신뢰 부족, 결정에 대한 불안 해소로 예약 유도",- 신규 방문 고객 (누적 이용경험 0회),"오늘 새로 오신 {nn}명 중, {nn-1}명이
이 차량을 선택했어요. 환영합니다! 🎉","모수 : 3.3만
기존 : 1.2만 (36%)
목표 : 1.25만 (37%)",,,,Promo_251001-1031_타겟_패트_세일즈tf-R1-예약화면진입-신규회원포모자극_R(Reservation)결제페이지-탐색-카셰어링(전체)_인앱메시지_AB테스트,,,,,,,,,,,,,,,Variant,991.0,487.0,49.0,0.0,0.0,0.0,0.0,Control,0.0,0.0,,,,,
2025-10-01,True,False,R1_결제 퍼널 이탈_예약 화면 진입,패트,패트,,"- 결제페이지 진입 시 잔여 차량이 빠르게 소진되고 있는 포모 자극이 유의미했음
- 서비스 이용경험 회원에게는 기존 유효한 메시지 안내",- 재방문 고객 (이용경험 있는 회원),"👀{{parking}} 차량을 {{viewers}}명이 보고 있어요.
선택하신 {{hour_label}}까지 이용 원하시면 지금 예약 확정해 주세요🔥","모수 : 3.3만
기존 : 1.2만 (36%)
목표 : 1.3만 (39%)",,,,Promo_251001-1031_타겟_패트_세일즈tf-R1-예약화면진입-재방문포모자극_R(Reservation)결제페이지-탐색-카셰어링(전체)_인앱메시지_AB테스트,,,,,,,,,,,,,,,Variant,8040.0,5170.0,64.0,0.0,0.0,0.0,0.0,Control,0.0,0.0,,,,,
2025-10-02,True,False,B1__배너 클릭,훈스,훈스,,· 주행무료 프로모션 클릭한 회원에게 연휴 기간에도 적용된다는 혜택 인지하여 예약 유도,· 앱 접속 후 주행무료 페이지를 탐색한 회원,"지금 보신 주행무료 혜택은 연휴에도 제공 중🎉
전기차 무제한💥 일반차 50Km까지💥","- 모수 : 1.1만명
- 기존 : 500명(4.5%)
- 목표 : 600명(5.5%)",닫기,주행요금무료,,Promo_251002-1011_타겟_훈스_세일즈tf-주행무료프로모션페이지인입시연휴적용안내_B(Benefit)홈화면-탐색-카셰어링(전체)_인앱메시지_AB테스트,,,혜택 가격 미인지,,인앱메시지,L2. 당일 활성 회원: 당일 접속,,,,,,,,,Variant,1350.0,191.0,14.0,0.0,0.0,0.0,0.0,Control,0.0,0.0,,,,,
2025-10-02,True,False,미접속,훈스,훈스,,"· 최근 [연휴 기간] 예약 탐색 했으나 예약 생성하지 않고 있는 회원의 예약 유도 2차
· 9/30일 캠페인에서 1일 내 예약생성 대조군 대비 + 0.3%P(+8.5%) 효과 있음","· 최근 1주일 연휴기간 예약 탐색했으나 아직 예약하지 않은 회원
  - 9/22일 이후 현재까지 [시간 설정]하였음
  - 출발 시점 기준 10/2일 ~ 10/12일 이내 포함
  - 위 이벤트를 발생 시킨 이후로 생성된 예약건이 없음","(광고)[쏘카] 황금연휴 매진임박😱
지금 50Km 무료주행 혜택 받고 예약하세요👉
[수신거부 : 설정]","- 총 모수 6.5만명(마수동 기준 3.2만명)
- 기존(현재까지 전환) : 1만명 (14.8%)
- 목표 증분 (대조군 대비 0.5%P) : +145명
  ㄴ마수동 타겟 3.2만명 X 실험군 비율 90% X 증분 0.5%P",socar-v2://car-rental,주행요금무료,,Promo_251002_타겟_훈스_세일즈tf-추석연휴출발조회후미예약2차_EX(Extra)기타-이탈-카셰어링(전체)_푸시_AB테스트,,,가격 초과,,푸시,L4. 잠재 회원 : 7일 내 접속,,,LT4.리드타임 1일 이상 ~ 7일 이내,,,,,,Variant,24869.0,1057.0,4.0,0.0,0.0,0.0,0.0,Control,2843.0,111.0,4.0,,,,
2025-10-02,True,False,B1__배너 클릭,헤브,헤브,,"마감특가 배너 클릭 후 이탈 고객 대상 마감특가 혜택 재안내
ㄴ 마감특가 전면팝업 클릭 & 예약퍼널 미진입 시, 마감특가 사용시간 & 쿠폰적용가 안내 > 예약퍼널 진입 유도",마감특가 전면팝업 클릭 후 30분 간 예약퍼널 미진입 고객,"주중 메시지
(광고)[쏘카] 아까 본 당일최저가
지금부터 {{13}}시간 빌려도 💥24,900원부터💥
당일최저가 존을 바로 확인해봐요👉
[수신거부 : 설정]


주말 메시지
(광고)[쏘카] 아까 본 당일최저가
지금부터 15시간 빌려도 💥29,900원부터!
당일최저가 존을 바로 확인해봐요👉
[수신거부:설정]","브레이즈 연동 쿼리 사용량 이슈로 예상 수치 못 보고 있는 중..
곧 업데이트 하겠습니다!","지도 > 당일최저가 필터
필터 딥링크 오류 이슈

가지러가기",당일최저가,,Promo_251002-1015_타겟_헤브_세일즈tf-B1-슈퍼딜전면팝업배너클릭후예약퍼널미진입_B(Benefit)홈화면-이탈-카셰어링(전체)_푸시_AB테스트,,,혜택 가격 미인지,,푸시,L2. 당일 활성 회원: 당일 접속,,,LT2.리드타임 2시간 이내,,,,,,Variant,534.0,40.0,7.0,0.0,0.0,0.0,0.0,Control,72.0,4.0,6.0,,,,
2025-10-02,True,False,,조단,조단,,"""신차를 길게"" 클릭 후 이탈한 회원 전기차 타겟팅
- ""신차를 길게"" 클릭 후 1일 내 예약 전환 : 클릭 2,299 / 예약 279 / 예약 전환율 12.1%
ㄴ 전기차 : 예약 13 / 예약 전환율 0.6%
- 플랜 탭이지만 신차를 길게 타고 싶은 회원들이 클릭했을 가능성 있음 (카셰어링 전환율 12%)
ㄴ 길게 이용하고 싶은 회원에게 전기차 장기 이용 유도 (주행요금 무료)",신차를 길게 클릭 후 이탈한 회원 전기차 타겟팅,"(광고)[쏘카] 전기차 주행요금 무료🔔
{{${first_name} | default: '회원'}}님 장시간 이용 계획이신가요? 오래 탈 땐 주행료 무료인 전기차 이용해 보세요👉
[수신거부 : 설정]","- 모수 : 2,299
- 기본 : 13 (0.57%) (전기차)
- 목표 : 50 (4.43%) (전기차)",socar-v2://car-rental,,,Promo_251002-1015_타겟_조단_세일즈tf-신차길게배너클릭_B(Benefit)홈화면-이탈-카셰어링(전체)_푸시_AB테스트,,,서비스 설명 부족,,푸시,L2. 당일 활성 회원: 당일 접속,,,,,M5.전기차,,,,Variant,1243.0,150.0,12.0,0.0,0.0,0.0,0.0,Control,41.0,8.0,20.0,,,,
2025-10-02,True,False,미접속,조단,조단,,추석 연휴 카셰어링 이용 유도 LMS,"최근 6개월 내 1회 이상 이용 회원 중, 최근 10일 내 접속 없는 회원","(광고)[쏘카] 골라 쓰는 추석 특가 쿠폰

일주일 만에 3천 건 넘게 사용된 요즘 가장 인기 있는 쿠폰! 추석 황금연휴에도 그대로 사용하실 수 있어요.

{{${first_name} | default: '회원'}}님의 이용 시간에 맞게 골라 쓰세요!

① 4시간~8시간 : 52% 할인
▶ https://get.socar.kr/9ywbvs

② 8시간~1일 미만 : 56% 할인
▶ https://get.socar.kr/rlz141

③ 1일~2일 미만 : 60% 할인
▶ https://get.socar.kr/voykeu


*무료수신거부 : 080-808-0169"",","- 모수 : 260,000
- 목표 : 75,200 (2%) (카셰어링 전체)",socar-v2://car-rental,,,Promo_251002_타겟_조단_세일즈tf-추석연휴-카셰어링쿠폰-예약유도_EX(Extra)기타-이탈-카셰어링(전체)_lms_AB테스트,,,,,푸시,,,,,,,,,,Variant,1021424.0,4997.0,0.0,0.0,0.0,0.0,0.0,Control,28331.0,122.0,0.0,,,,
2025-10-02,True,False,T4__존 마커 클릭,밤비,밤비,,"- 가지러 가기 일반존 클릭했으나 이탈한 회원 대상 부름 이용 유도
  └ 마지막 탐색 시간~대여시작일시 2시간 이상인 회원 타겟 (2시간 : 부름 최소 리드타임)
","- 쏘카존 클릭했으나 20분 내 예약없는 회원
- 부름호출존 클릭 회원 제외
- 마지막 탐색 시간~대여 시작시간이 2시간 이상인 회원
- 하기 캠페인 디타겟팅
Promo_250930-1013_타겟_지아나_세일즈tf-T4-존마커클릭-인근부름호출존안내_T(Trial)지도/차량화면-이탈-편도/부름_푸시_AB테스트","(광고)[쏘카] 부름요금 4,900원~
(광고)[쏘카] 부름요금 4,900원~

#존이름#에 원하는 차가 없다면 부름을 이용해보세요!
지금 부르면 원하는 시간부터 차를 이용할 수 있어요

■ 부름 요금
- 24시간 미만 9,900원~
- 24시간 이상 48시간 미만 4,900원~
- 48시간 이상 0원

▶ 차 부르기 : 랜딩링크

*무료수신거부 : 080-808-0169","모수 : 28943
기본 : 658 (전환율 2.2%)
목표 : 800 (전환율 2.7% / +142) *부름전환","여기로 부르기
https://get.socar.kr/flsx52",부름혜택 안내,,Promo_251002-1015_타겟_밤비_세일즈tf-리드타임2시간이상부름유도_T(Trial)지도/차량화면-이탈-카셰어링(전체)_lms_AB테스트,,,존 위치(거리),,,,,,,,,,,,Variant,8644.0,1356.0,16.0,0.0,0.0,0.0,0.0,Control,1457.0,237.0,16.0,,,,
2025-10-02,True,False,T2__대여시간 설정,밤비,키네/마이클,,"추석 연휴 기간 유휴 차종 (경형,엔트리SUV 1박2일 12.8만 / 준중형,소형SUV 1박2일 15.9만) 업셀링",타임피커 20~23시 설정 후 진입 고객,"[1,000크레딧 이상 보유]
방금 쿠폰을 넣어드렸어요!  [분/시간] 더 추가하면
🚗 경차 → {{128,000-보유크레딧}}원
🚙 준중형, 소형SUV → {{159,000-보유크레딧}}원

[1,000크레딧 미만 보유]
방금 쿠폰을 넣어드렸어요!  [분/시간] 더 추가하면
🚗 경차 → 128,000원
🚙 준중형, 소형SUV → 159,000원","모수 : 906
기본 : 347 (전환율 38%)
목표 : 400 (전환율 44%, +53)

*기존 업셀링 인앱메시지 모수 참고했습니다.
*쿠폰지급에 따른 의지치 반영",없음,"15942
15943",,Promo_251002-1011_타겟_밤비마이클키네_세일즈tf-대여시간설정-이용시간별업셀링(20~23시간)_T(Trial)지도/차량화면-탐색-카셰어링(전체)_푸시_AB테스트,,,가격 초과,,,,,,,,,,,,Variant,44464.0,11078.0,25.0,0.0,0.0,0.0,0.0,Control,4355.0,995.0,23.0,,,,
2025-10-03,True,False,B0_혜택 탐색 중 이탈_접속,조단/키네,조단/키네,,"업무/출장 클러스터 수요 대응 (10/03)
ㄴ LMS
ㄴ 업무/출장 존에서 법인카드 사용 회원 제외 + 주말 이용자 (출장, 업무 이용 최대한 배제)",,,,,,,Promo_251003_타겟_조단_세일즈tf-추석연휴-업무/출장지역-수요대응_EX(Extra)기타-이탈-카셰어링(전체)_lms_AB테스트,,,가격 초과,쿠폰,LMS,,,,,,,,,,Variant,36246.0,867.0,2.0,0.0,0.0,0.0,0.0,Control,786.0,12.0,2.0,,,,
2025-10-03,True,False,T4__존 마커 클릭,조단/키네,조단/키네,,"업무/출장 클러스터 수요 대응 (10/03~10/12)
ㄴ 인앱메시지
ㄴ 클러스터 존 마커 클릭 시 인앱메시지 노출",,,,,,,Promo_251003-1012_타겟_조단_세일즈tf-업무/출장지역수요증대_T(Trial)지도/차량화면-탐색-카셰어링(전체)_인앱메시지_AB테스트,,,가격 초과,쿠폰,인앱메시지,,,,,,,,,,Variant,6548.0,1176.0,18.0,0.0,0.0,0.0,0.0,Control,191.0,34.0,18.0,,,,
2025-10-08,True,False,미접속,훈스,훈스,,· 연휴 내 상대적 저가동률 구간인 10/9~12일 예약 유도 2차,· 10/9일 ~ 12일 예약 탐색 했으나 미예약한 회원,"(광고)[쏘카] 연휴가 끝나가요😭
최대 73% 할인과 주행 50Km 무료 혜택 놓치지 말고 지금 예약하세요!
[수신거부 : 설정]","- 모수 : 2.6만명
- 기본 : 4000(15%)
- 목표 : +100 (대조군 대비 1%P 증분)",socar-v2://legacy-web-view/community?car_id=1152&zone_id=22573,,,Promo_251008_타겟_훈스_세일즈tf-추석연휴출발조회후미예약3차_EX(Extra)기타-이탈-카셰어링(전체)_푸시_AB테스트,,,혜택 가격 미인지,,푸시,,,,,,,,,,Variant,15854.0,691.0,4.0,0.0,0.0,0.0,0.0,Control,1830.0,82.0,4.0,,,,
2025-10-10,True,False,T4__존 마커 클릭,이나,이나,,"제주존 탐색 유저 대상 쿠폰 리마인드 [3일 미만]
- 현재 제주존 클릭 회원 대상으로 3일 이상/3일미만 분기하여 혜택안내 lms 발송중
- lms 수신했음에도 예약없는 회원 대상으로 예약유도 액션 필요 (lms 발송+1d)","- 항공 발권 정보가 없는 회원
- 기기 위치 제주 외 지역인 회원
- 이용시간 3일 미만 설정 후 제주존 클릭했으나 1일 내 예약전환 없는 회원
- 여행존(제주) 캠페인에 진입한 회원 제외","[3일 미만] LMS
(광고)[쏘카] 제주 69,900원

{{${first_name} | default: '회원'}}님을 위한 제주 혜택 도착!
지금 특가로 이용해 보세요.

■ 제주 대여요금 안내
① 1박 2일 69,900원
② 2박 3일 99,900원

■ 주행요금 무료 혜택
- 전기차 : 주행거리 무제한 무료
- 일반 차종 : 50km까지 무료

■ 보험 및 보장상품
- 사고 시 최대 70만원 '실속보장' 상품 0원

▼지금 예약하기▼
https://get.socar.kr/tmg5k1

[3일 미만] 푸시
(광고)[쏘카] 특가 {69,900-보유크레딧}원
👉제주 쿠폰 받기👈
[수신거부 : 설정]","[3일 미만]
모수 : 2325
전환 : 84 (3.6%)
목표 : 150 (6.45%)",,,,Promo_251010-1030_타겟_이나밤비_세일즈tf-T4-제주존탐색-3일미만설정_카셰어링(전체)_lms_AB테스트,,,가격 초과,쿠폰,LMS,,,,,,,,,,Variant,1089.0,148.0,14.0,0.0,0.0,0.0,0.0,Control,53.0,4.0,8.0,,,,
2025-10-13,True,False,T2__대여시간 설정,헤브,헤브,,· 심야쿠폰 활용 기존 푸시 캠페인 On,"시간설정 이후 20분 간 예약 없이 이탈한 고객 중
심야시간 출발 탐색 고객","(광고)[쏘카] 17,900원에 탈 수 있어요🌙
아까 본 [목요일 19시] 출발에 쓸 수 있는 쿠폰 쏙! 사라지기 전 밤 드라이브 예약을 확정해봐요🌌
[수신거부 : 설정]","- 모수 : 379
- 전환 : 87 (*22.96%)
- 목표전환 : 87 (*동일 - 실험 기간 확대) 

(*기존 캠페인 성과 기준)",,,,Promo_250922-1024_타겟_헤브_세일즈tf-T2-심야시간설정탐색후이탈-심야쿠폰발급_T(Trial)지도/차량화면-이탈-카셰어링(전체)_푸시_AB테스트,,,가격 초과,쿠폰,푸시,,,,,,,,,,Variant,733.0,164.0,22.0,0.0,0.0,0.0,0.0,Control,44.0,8.0,18.0,,,,
2025-10-13,True,False,T4__존 마커 클릭,키네/마이클/헤브,훈스,,"· 목적 : [당일최저가] 차량 완판 | 15시 이후 쿠포닝 액션 확대
· 방법  : 대상모수 확대 > 당일최저가 존 클릭 후 차량리스트 클릭 없는 고객 포함
· 대상자  : 당일~익일 8시 탐색 & 당일최저가 존 클릭 후 차량리스트 클릭 없는 고객 
· 방향
  - 오후 N시 여전히 유휴상태인 당일최저가 차량에 대한 추가 할인 쿠포닝 액션
  - 해당 존 클릭 후 예약이탈한 회원에게 메시지",당일최저가 존 눌러본 유저들 중에 15시 기준으로 이후 예약이 없는 회원들한테 푸시,"(광고)[쏘카] 아까 본 당일최저가 존 가격🔻
지금부터 15시간 빌려도 💥17,900원부터💥
🤫백혜원님께만 드린 쿠폰➝마감특가 매진 전 서둘러요!
[수신거부 : 설정]","모수 : 4000건 (*일평균 *40% 마수동 반영)
기존전환율(슈퍼딜) : 5.1%
목표전환율(슈퍼딜) : 6.1%(+1%.p)
목표 전환건수 : 42건",,,,Promo_251013-1024_타겟_헤브_세일즈tf-T4-15시이후슈퍼딜존클릭후이탈-추가슈퍼딜쿠폰_T(Trial)지도/차량화면-이탈-카셰어링(전체)_푸시_AB테스트,,,혜택 가격 미인지,쿠폰,푸시,,,,,,,,,,Variant,705.0,126.0,18.0,0.0,0.0,0.0,0.0,Control,15.0,1.0,7.0,,,,
2025-10-14,True,False,B0_혜택 탐색 중 이탈_접속,훈스,훈스,,· 로우피크 기간 예약탐색 후 미예약 푸시,· 로우피크 기간 예약 탐색했지만 결국 예약하지 않은 회원,"(광고)[쏘카] 연휴는 끝났지만, 혜택은 시작🎉
63% 할인 쿠폰 + 주행 50Km 무료 혜택 받기👉
[수신거부 : 설정]","- 모수 : 1.1만명
- 기본 : 1500(15%)
- 목표 : +100 (대조군 대비 1%P 증분)",,,,Promo_251014_타겟_훈스_세일즈tf-로우피크출발조회후미예약_EX(Extra)기타-이탈-카셰어링(전체)_푸시_AB테스트,,,,,,,,,,,,,,,Variant,8956.0,533.0,6.0,0.0,0.0,0.0,0.0,Control,992.0,49.0,5.0,,,,
2025-10-14,True,False,B0_혜택 탐색 중 이탈_접속,훈스,훈스,,· 로우피크 기간 중 접속한 회원의 예약전환 증대,· 로우피크 기간 앱 접속한 회원,"깜짝 💥63%할인쿠폰💥 당첨🎁
지금 예약하지 않으면 곧 사라져요😱","- 모수 : 10만명
- 기본 : 5,100(5.1%)
- 목표 : 5,300(+200 / 5.3%)",,,,Promo_251014-1019_타겟_훈스_세일즈tf-앱메인배너닫기시로우피크쿠포닝안내_B(Benefit)홈화면-탐색-카셰어링_인앱메시지_AB테스트,,,,,,,,,,,,,,,Variant,27062.0,6201.0,23.0,0.0,0.0,0.0,0.0,Control,0.0,0.0,,,,,
2025-10-14,True,False,R1_결제 퍼널 이탈_예약 화면 진입,이나,이나,,"첫사용 혜택 쿠포닝
탐색 후 이탈한 신규/인액티브/이탈 회원의 예약 전환 강화
푸시 메시지 도달 전 단계에서 앱 내 인앱메시지를 통해 행동 유도력 보완
","노출시점: 결제 페이지 뒤로가기 클릭
타겟
- 쿠폰[15949] 받은 회원 (인액티브/이탈365 회원)","💥 1일 {{ final_price_fmt }}원 특가 💥
혜택 마감까지 단 {{ d_display }}일, {{ ${first_name} | default: '회원' }}님 지금이 기회예요","모수 : 39,790
기존 : 1,194 (전환율 3.3%)
목표 : 2,149 (전환율 6%, +2.7%p | +955)

*진행중 캠페인 대조군 1일내 전환율 3.3%",,,,Promo_251014-1031_타겟_이나_세일즈tf-첫예약쿠폰_R(Reservation)결제페이지-이탈-카셰어링(전체)_인앱메시지_AB테스트,,,혜택 가격 미인지,쿠폰,인앱메시지,L2. 당일 활성 회원: 당일 접속,,,,,,,,,Variant,2872.0,1472.0,51.0,0.0,0.0,0.0,0.0,Control,0.0,0.0,,,,,
2025-10-14,True,False,T3__대여 장소 검색,이나,이나,,"첫사용 혜택 쿠포닝
탐색 후 이탈한 신규/인액티브/이탈 회원의 예약 전환 강화
푸시 메시지 도달 전 단계에서 앱 내 인앱메시지를 통해 행동 유도력 보완
","노출시점: 지도 뒤로가기 클릭
타겟
- 쿠폰[15949] 받은 회원 (인액티브/이탈365 회원)","쿠폰·크레딧 적용가 [1일 {{ final_price_fmt }}원]
바로 예약하고 특가 잡기👉","모수 : 41,851
기존 : 1,395 (전환율 3.3%)
목표 : 2,093 (전환율 4.8%, +1.5%p | +614)

*진행중 캠페인 대조군 1일내 전환율 3.3%",,,,Promo_251014-1031_타겟_이나_세일즈tf-첫예약쿠폰_T(Trial)지도/차량화면-이탈-카셰어링(전체)_인앱메시지_AB테스트,,,혜택 가격 미인지,쿠폰,인앱메시지,L2. 당일 활성 회원: 당일 접속,,,,,,,,,Variant,1516.0,507.0,33.0,0.0,0.0,0.0,0.0,Control,0.0,0.0,,,,,
2025-10-14,True,False,T1_차량 탐색 중 이탈_가지러가기/부름 클릭,패트,패트,,"- 연휴 기간 장시간 사용으로 인해 적립된 크레딧 금액이 높을 것
- 지도화면 진입 시 보유 크레딧 안내해 예약 유도",지도화면 진입 시,"[5,000 크레딧 이상 보유 시]
💰 {보유크레딧}원 크레딧 보유 중!
혜택이 만료되기 전에 지금 사용해 보세요. 🚘

[5,000 크레딧 미만 보유 시]
💰 {보유크레딧}원 크레딧 보유 중!
이용 시 결제금액의 5%가 추가 적립돼요.✨","- 모수 : 2만명
- 기존 : 29%
- 목표 : 30%
기존 캠페인 자료 활용",,,,Promo_251014-1031_타겟_패트_세일즈tf-보유크레딧안내_T(Trial)지도/차량화면-탐색-카셰어링(전체)_인앱메시지_AB테스트,,,혜택 가격 미인지,쿠폰,인앱메시지,L2. 당일 활성 회원: 당일 접속,,,,,,,,,Variant,10503.0,4503.0,43.0,0.0,0.0,0.0,0.0,Control,0.0,0.0,,,,,
2025-10-14,True,False,T1_차량 탐색 중 이탈_가지러가기/부름 클릭,패트,패트,,재고 소진 시간 18-22시에 지도화면 뒤로가기 클릭한 회원에게 심야 쿠폰 안내,"매일 18-22시 사이에 접속한 회원
- 지도 화면 → 뒤로가기 클릭 시","🔥 지금부터 내일 오전 10시까지
💰 심야 19,900원","- 모수 : 2만명
- 기존 : 29%
- 목표 : 30%
기존 캠페인 자료 활용",,,,Promo_251014-1031_타겟_패트_세일즈tf-주중18시부터시간설정화면진입시2_T(Trial)지도/차량화면-탐색-카셰어링(전체)_인앱메시지_AB테스트,,,혜택 가격 미인지,쿠폰,인앱메시지,L2. 당일 활성 회원: 당일 접속,,,,S4. 18시-24시 (저녁),,,,,Variant,7163.0,3106.0,43.0,0.0,0.0,0.0,0.0,Control,0.0,0.0,,,,,
